Value,StationName,ParameterName,ReadingDate
3.0,Edmonton McCauley,,2026-07-17T05:00:00-06:00
0.3,Edmonton McCauley,Carbon Monoxide,2026-07-17T05:00:00-06:00
99.7,Edmonton McCauley,Relative Humidity,2026-07-17T05:00:00-06:00
17.2,Edmonton McCauley,Fine Particulate Matter,2026-07-17T05:00:00-06:00
0.005,Edmonton McCauley,Nitrogen Dioxide,2026-07-17T05:00:00-06:00
0.031,Edmonton McCauley,Ozone,2026-07-17T05:00:00-06:00
0.0,Edmonton McCauley,Nitric Oxide,2026-07-17T05:00:00-06:00
4.3,Edmonton McCauley,Wind Speed,2026-07-17T05:00:00-06:00
0.004,Edmonton McCauley,Total Oxides of Nitrogen,2026-07-17T05:00:00-06:00
175.0,Edmonton McCauley,Wind Direction,2026-07-17T05:00:00-06:00
20.9,Edmonton McCauley,Outdoor Temperature,2026-07-17T05:00:00-06:00
3.0,Edmonton McCauley,,2026-07-17T04:00:00-06:00
0.4,Edmonton McCauley,Carbon Monoxide,2026-07-17T04:00:00-06:00
174.0,Edmonton McCauley,Wind Direction,2026-07-17T04:00:00-06:00
1.6,Edmonton McCauley,Wind Speed,2026-07-17T04:00:00-06:00
24.9,Edmonton McCauley,Fine Particulate Matter,2026-07-17T04:00:00-06:00
0.01,Edmonton McCauley,Nitrogen Dioxide,2026-07-17T04:00:00-06:00
0.0,Edmonton McCauley,Nitric Oxide,2026-07-17T04:00:00-06:00
99.9,Edmonton McCauley,Relative Humidity,2026-07-17T04:00:00-06:00
0.019,Edmonton McCauley,Ozone,2026-07-17T04:00:00-06:00
0.01,Edmonton McCauley,Total Oxides of Nitrogen,2026-07-17T04:00:00-06:00
20.6,Edmonton McCauley,Outdoor Temperature,2026-07-17T04:00:00-06:00
3.0,Edmonton McCauley,,2026-07-17T03:00:00-06:00
95.7,Edmonton McCauley,Relative Humidity,2026-07-17T03:00:00-06:00
0.008,Edmonton McCauley,Total Oxides of Nitrogen,2026-07-17T03:00:00-06:00
0.026,Edmonton McCauley,Ozone,2026-07-17T03:00:00-06:00
0.008,Edmonton McCauley,Nitrogen Dioxide,2026-07-17T03:00:00-06:00
2.7,Edmonton McCauley,Wind Speed,2026-07-17T03:00:00-06:00
0.4,Edmonton McCauley,Carbon Monoxide,2026-07-17T03:00:00-06:00
22.1,Edmonton McCauley,Outdoor Temperature,2026-07-17T03:00:00-06:00
21.9,Edmonton McCauley,Fine Particulate Matter,2026-07-17T03:00:00-06:00
0.0,Edmonton McCauley,Nitric Oxide,2026-07-17T03:00:00-06:00
